year,month,day,date,epochTime,value,raw_value,NaN,isodate
2015,4,3,04/03/2015,1428019200,{'avg': 0.3876027762889862},0.3876027762889862,0.0,04/03/2015
2015,4,6,04/06/2015,1428278400,{'avg': 0.3873923122882843},0.3873923122882843,0.0,04/06/2015
2015,4,9,04/09/2015,1428537600,{'avg': 0.5758960843086243},0.5758960843086243,0.0,04/09/2015
2015,4,12,04/12/2015,1428796800,{'avg': 0.5145497918128967},0.5145497918128967,0.0,04/12/2015
